kanji,kana,level
めちゃくちゃ,めちゃくちゃ,n2
めっきり,めっきり,n2
めでたい,めでたい,n2
メニュー,メニュー,n2
めまい,めまい,n2
目安,めやす,n2
免税,めんぜい,n2
面積,めんせき,n2
面接,めんせつ,n2
面倒臭い,めんどうくさい,n2
儲かる,もうかる,n2
儲ける,もうける,n2
申し訳ない,もうしわけない,n2
モーター,モーター,n2
木材,もくざい,n2
目次,もくじ,n2
潜る,もぐる,n2
もしかしたら,もしかしたら,n2
もしかすると,もしかすると,n2
もたれる,もたれる,n2
モダン,モダン,n2
餅,もち,n2
もったいない,もったいない,n2
モデル,モデル,n2
元々,もともと,n2
物置,ものおき,n2
物語る,ものがたる,n2
物差し,ものさし,n2
物凄い,ものすごい,n2
モノレール,モノレール,n2
紅葉,もみじ,n2
揉む,もむ,n2
燃やす,もやす,n2
催し,もよおし,n2
盛る,もる,n2
問答,もんどう,n2
やかましい,やかましい,n2
夜間,やかん,n2
薬缶,やかん,n2
役者,やくしゃ,n2
役所,やくしょ,n2
訳す,やくす,n2
役人,やくにん,n2
薬品,やくひん,n2
役目,やくめ,n2
火傷,やけど,n2
夜行,やこう,n2
矢印,やじるし,n2
やたらに,やたらに,n2
薬局,やっきょく,n2
やっつける,やっつける,n2
家主,やぬし,n2
やっぱり,やっぱり,n2
破く,やぶく,n2
破れる,やぶれる,n2
やむをえない,やむをえない,n2
軟らかい,やわらかい,n2
遊園地,ゆうえんち,n2
夕刊,ゆうかん,n2
友好,ゆうこう,n2
郵送,ゆうそう,n2
夕立,ゆうだち,n2
夕日,ゆうひ,n2
悠々,ゆうゆう,n2
有料,ゆうりょう,n2
浴衣,ゆかた,n2
湯気,ゆげ,n2
輸血,ゆけつ,n2
輸送,ゆそう,n2
油断,ゆだん,n2
ゆでる,ゆでる,n2
湯飲み,ゆのみ,n2
緩い,ゆるい,n2
溶岩,ようがん,n2
容器,ようき,n2
用語,ようご,n2
要旨,ようし,n2
幼児,ようじ,n2
容積,ようせき,n2
幼稚,ようち,n2
幼稚園,ようちえん,n2
用途,ようと,n2
洋品店,ようひんてん,n2
養分,ようぶん,n2
羊毛,ようもう,n2
漸く,ようやく,n2
要領,ようりょう,n2
欲張り,よくばり,n2
余計,よけい,n2
よこす,よこす,n2
汚す,よごす,n2
寄せる,よせる,n2
余所,よそ,n2
四つ角,よつかど,n2
酔っ払い,よっぱらい,n2
予備,よび,n2
呼び掛ける,よびかける,n2
呼び出す,よびだす,n2
蘇る,よみがえる,n2
因る,よる,n2
慶び,よろこび,n2
慶ぶ,よろこぶ,n2
来日,らいにち,n2
落第,らくだい,n2
ラッシュアワー,ラッシュアワー,n2
欄,らん,n2
ランチ,ランチ,n2
ランニング,ランニング,n2
乱暴,らんぼう,n2
理科,りか,n2
利害,りがい,n2
リズム,リズム,n2
リットル,リットル,n2
リボン,リボン,n2
略す,りゃくす,n2
流域,りゅういき,n2
寮,りょう,n2
両側,りょうがわ,n2
漁師,りょうし,n2
領事,りょうじ,n2
領収,りょうしゅう,n2
臨時,りんじ,n2
留守番,るすばん,n2
例外,れいがい,n2
零点,れいてん,n2
冷凍,れいとう,n2
レインコート,レインコート,n2
レクリェーショ,レクリェーショ,n2
ン,ン,n2
レジャー,レジャー,n2
列島,れっとう,n2
レベル,レベル,n2
リポート,リポート,n2
煉瓦,れんが,n2
連合,れんごう,n2
レンズ,レンズ,n2
蝋燭,ろうそく,n2
ローマじ,ローマじ,n2
録音,ろくおん,n2
ロッカー,ロッカー,n2
ロビー,ロビー,n2
論ずる,ろんずる,n2
和英,わえい,n2
分る,わかる,n2
分かれる,わかれる,n2
若々しい,わかわかしい,n2
湧く,わく,n2
詫びる,わびる,n2
和服,わふく,n2
わりあいに,わりあいに,n2
割算,わりざん,n2
割と,わりと,n2
割引,わりびき,n2
椀,わん,n2
碗,わん,n2
ワンピース,ワンピース,n2
あっ,あっ,n3
愛,あい,n3
挨拶,あいさつ,n3
愛情,あいじょう,n3
合図,あいず,n3
アイスクリーム,アイスクリーム,n3
愛する,あいする,n3
相手,あいて,n3
あいにく,あいにく,n3
アイロン,アイロン,n3
アウト,アウト,n3
明かり,あかり,n3
空き,あき,n3
明らか,あきらか,n3
諦める,あきらめる,n3
飽きる,あきる,n3
握手,あくしゅ,n3
悪魔,あくま,n3
明ける,あける,n3
あした,あした,n3
預ける,あずける,n3
汗,あせ,n3
与える,あたえる,n3
辺り,あたり,n3
当たる,あたる,n3
あちこち,あちこち,n3
扱う,あつかう,n3
集まり,あつまり,n3
当てる,あてる,n3
跡,あと,n3
あと,あと,n3
穴,あな,n3
浴びる,あびる,n3
油,あぶら,n3
余り,あまり,n3
誤り,あやまり,n3
粗,あら,n3
嵐,あらし,n3
新た,あらた,n3
あらゆる,あらゆる,n3
表す,あらわす,n3
現す,あらわす,n3
現れ,あらわれ,n3
現れる,あらわれる,n3
ありがとう,ありがとう,n3
有る,ある,n3
或,ある,n3
あるいは,あるいは,n3
アルバム,アルバム,n3
泡,あわ,n3
合わせる,あわせる,n3
哀れ,あわれ,n3
案,あん,n3
暗記,あんき,n3
安定,あんてい,n3
案内,あんない,n3
あんなに,あんなに,n3
あんまり,あんまり,n3
胃,い,n3
いい,いい,n3
よい,よい,n3
いえ,いえ,n3
委員,いいん,n3
言う,ゆう,n3
意外,いがい,n3
行き,いき,n3
行き,ゆき,n3
息,いき,n3
勢い,いきおい,n3
生き物,いきもの,n3
幾つ,いくつ,n3
幾ら,いくら,n3
いけない,いけない,n3
医師,いし,n3
意思,いし,n3
意志,いし,n3
維持,いじ,n3
意識,いしき,n3
異常,いじょう,n3
椅子,いす,n3
泉,いずみ,n3
いずれ,いずれ,n3
以前,いぜん,n3
板,いた,n3
偉大,いだい,n3
抱く,いだく,n3
いたずら,いたずら,n3
いただきます,いただきます,n3
頂く,いただく,n3
痛み,いたみ,n3
至る,いたる,n3
いち,いち,n3
位置,いち,n3
一時,いちじ,n3
一度に,いちどに,n3
市場,いちば,n3
一番,いちばん,n3
いつか,いつか,n3
一家,いっか,n3
一種,いっしゅ,n3
一瞬,いっしゅん,n3
一生,いっしょう,n3
一層,いっそう,n3
一体,いったい,n3
一致,いっち,n3
いつでも,いつでも,n3
一般,いっぱん,n3
一方,いっぽう,n3
いつまでも,いつまでも,n3
いつも,いつも,n3
移動,いどう,n3
従兄弟,いとこ,n3
稲,いね,n3
居眠り,いねむり,n3
命,いのち,n3
違反,いはん,n3
衣服,いふく,n3
居間,いま,n3
今に,いまに,n3
今にも,いまにも,n3
否,いや,n3
以来,いらい,n3
依頼,いらい,n3
いらいら,いらいら,n3
いらっしゃい,いらっしゃい,n3
医療,いりょう,n3
岩,いわ,n3
祝い,いわい,n3
祝う,いわう,n3
言わば,いわば,n3
いわゆる,いわゆる,n3
インク,インク,n3
印刷,いんさつ,n3
印象,いんしょう,n3
引退,いんたい,n3
引用,いんよう,n3
ウイスキー,ウイスキー,n3
上,うわ,n3
魚,うお,n3
うがい,うがい,n3
伺う,うかがう,n3
受け取る,うけとる,n3
動かす,うごかす,n3
兎,うさぎ,n3
牛,うし,n3
失う,うしなう,n3
後,うしろ,n3
嘘,うそ,n3
疑う,うたがう,n3
内,うち,n3
宇宙,うちゅう,n3
撃つ,うつ,n3
移す,うつす,n3
訴える,うったえる,n3
うなる,うなる,n3
奪う,うばう,n3
馬,うま,n3
うまい,うまい,n3
生まれ,うまれ,n3
梅,うめ,n3
裏切る,うらぎる,n3
うるさい,うるさい,n3
嬉しい,うれしい,n3
売れる,うれる,n3
噂,うわさ,n3
うん,うん,n3
運,うん,n3
運転,うんてん,n3
運動,うんどう,n3
柄,え,n3
永遠,えいえん,n3
永久,えいきゅう,n3
影響,えいきょう,n3
営業,えいぎょう,n3
衛星,えいせい,n3
栄養,えいよう,n3
笑顔,えがお,n3
描く,えがく,n3
餌,えさ,n3
エネルギー,エネルギー,n3
得る,える,n3
得る,うる,n3
円,えん,n3
延期,えんき,n3
演技,えんぎ,n3
援助,えんじょ,n3
エンジン,エンジン,n3
演説,えんぜつ,n3
演奏,えんそう,n3
遠慮,えんりょ,n3
御,お,n3
老い,おい,n3
追い付く,おいつく,n3
王,おう,n3
追う,おう,n3
王様,おうさま,n3
王子,おうじ,n3
応じる,おうじる,n3
横断,おうだん,n3
終える,おえる,n3
大いに,おおいに,n3
覆う,おおう,n3
オーバー,オーバー,n3
大家,おおや,n3
丘,おか,n3
沖,おき,n3
奥,おく,n3
贈る,おくる,n3
起こる,おこる,n3
幼い,おさない,n3
収める,おさめる,n3
おじいさん,おじいさん,n3
おしゃべり,おしゃべり,n3
汚染,おせん,n3
おそらく,おそらく,n3
恐れる,おそれる,n3
恐ろしい,おそろしい,n3
お互い,おたがい,n3
穏やか,おだやか,n3
男の人,おとこのひと,n3
劣る,おとる,n3
お腹,おなか,n3
鬼,おに,n3
帯,おび,n3
お昼,おひる,n3
オフィス,オフィス,n3
溺れる,おぼれる,n3
おまえ,おまえ,n3
おめでとう,おめでとう,n3
お目に掛,おめにかかる,n3
思い出,おもいで,n3
主に,おもに,n3
思わず,おもわず,n3
おや,おや,n3
泳ぎ,およぎ,n3
およそ,およそ,n3
及ぼす,およぼす,n3
居る,おる,n3
下す,おろす,n3
降ろす,おろす,n3
終,おわり,n3
音,おん,n3
恩,おん,n3
温暖,おんだん,n3
温度,おんど,n3
可,か,n3
課,か,n3
カー,カー,n3
カード,カード,n3
会,かい,n3
回,かい,n3
害,がい,n3
会員,かいいん,n3
絵画,かいが,n3
海外,かいがい,n3
会計,かいけい,n3
解決,かいけつ,n3
会合,かいごう,n3
外交,がいこう,n3
開始,かいし,n3
解釈,かいしゃく,n3
外出,がいしゅつ,n3
改善,かいぜん,n3
快適,かいてき,n3
回復,かいふく,n3
飼う,かう,n3
替える,かえる,n3
換える,かえる,n3
香り,かおり,n3
画家,がか,n3
抱える,かかえる,n3
価格,かかく,n3
化学,かがく,n3
輝く,かがやく,n3
係,かかり,n3
掛かる,かかる,n3
罹る,かかる,n3
鍵,かぎ,n3
限る,かぎる,n3
描く,かく,n3
家具,かぐ,n3
学,がく,n3
額,がく,n3
覚悟,かくご,n3
確実,かくじつ,n3
学者,がくしゃ,n3
学習,がくしゅう,n3
隠す,かくす,n3
拡大,かくだい,n3
確認,かくにん,n3
学問,がくもん,n3
隠れる,かくれる,n3
影,かげ,n3
陰,かげ,n3
欠ける,かける,n3
加減,かげん,n3
過去,かこ,n3
籠,かご,n3
囲む,かこむ,n3
火災,かさい,n3
貸し,かし,n3
菓子,かし,n3
家事,かじ,n3
賢い,かしこい,n3
歌手,かしゅ,n3
数,かず,n3
稼ぐ,かせぐ,n3
数える,かぞえる,n3
型,かた,n3
肩,かた,n3
硬い,かたい,n3
方々,かたがた,n3
刀,かたな,n3
語る,かたる,n3
勝ち,かち,n3
価値,かち,n3
がっかり,がっかり,n3
活気,かっき,n3
学期,がっき,n3
格好,かっこう,n3
活動,かつどう,n3
活用,かつよう,n3
悲しむ,かなしむ,n3
必ずしも,かならずしも,n3
かなり,かなり,n3
金,かね,n3
金持ち,かねもち,n3
可能,かのう,n3
株,かぶ,n3
被る,かぶる,n3
構う,かまう,n3
我慢,がまん,n3
上,かみ,n3
神,かみ,n3
雷,かみなり,n3
髪の毛,かみのけ,n3
科目,かもく,n3
かもしれない,かもしれない,n3
火曜,かよう,n3
空,から,n3
柄,がら,n3
刈る,かる,n3
彼等,かれら,n3
川,かわ,n3
河,かわ,n3
皮,かわ,n3
革,かわ,n3
かわいそう,かわいそう,n3
かわいらしい,かわいらしい,n3
缶,かん,n3
勘,かん,n3
考え,かんがえ,n3
感覚,かんかく,n3
観客,かんきゃく,n3
環境,かんきょう,n3
歓迎,かんげい,n3
観光,かんこう,n3
観察,かんさつ,n3
感じ,かんじ,n3
感謝,かんしゃ,n3
患者,かんじゃ,n3
勘定,かんじょう,n3
感情,かんじょう,n3
感じる,かんじる,n3
感心,かんしん,n3
関心,かんしん,n3
関する,かんする,n3
完成,かんせい,n3
完全,かんぜん,n3
感動,かんどう,n3
監督,かんとく,n3
管理,かんり,n3
完了,かんりょう,n3
関連,かんれん,n3
議員,ぎいん,n3
記憶,きおく,n3
気温,きおん,n3
機械,きかい,n3
議会,ぎかい,n3
期間,きかん,n3
機関,きかん,n3
企業,きぎょう,n3
効く,きく,n3
機嫌,きげん,n3
気候,きこう,n3
岸,きし,n3
生地,きじ,n3
記事,きじ,n3
技師,ぎし,n3
記者,きしゃ,n3
傷,きず,n3
期待,きたい,n3
帰宅,きたく,n3
貴重,きちょう,n3
議長,ぎちょう,n3
きちんと,きちんと,n3
きつい,きつい,n3
気付く,きづく,n3
気に入る,きにいる,n3
記入,きにゅう,n3
記念,きねん,n3
機能,きのう,n3
気の毒,きのどく,n3
寄付,きふ,n3
希望,きぼう,n3
基本,きほん,n3
決まり,きまり,n3
気味,きみ,n3
奇妙,きみょう,n3
義務,ぎむ,n3
疑問,ぎもん,n3
逆,ぎゃく,n3
キャプテン,キャプテン,n3
キャンプ,キャンプ,n3
九,きゅう,n3
旧,きゅう,n3
級,きゅう,n3
球,きゅう,n3
休暇,きゅうか,n3
休憩,きゅうけい,n3
急激,きゅうげき,n3
吸収,きゅうしゅう,n3
救助,きゅうじょ,n3
急速,きゅうそく,n3
急に,きゅうに,n3
給料,きゅうりょう,n3
器用,きよう,n3
教科書,きょうかしょ,n3
競技,きょうぎ,n3
行儀,ぎょうぎ,n3
供給,きょうきゅう,n3
教師,きょうし,n3
教授,きょうじゅ,n3
強調,きょうちょう,n3
共通,きょうつう,n3
共同,きょうどう,n3
恐怖,きょうふ,n3
協力,きょうりょく,n3
強力,きょうりょく,n3
許可,きょか,n3
局,きょく,n3
巨大,きょだい,n3
嫌う,きらう,n3
霧,きり,n3
切れ,きれ,n3
切れる,きれる,n3
キロ,キロ,n3
記録,きろく,n3
議論,ぎろん,n3
金,きん,n3
銀,ぎん,n3
禁煙,きんえん,n3
金額,きんがく,n3
金庫,きんこ,n3
禁止,きんし,n3
金銭,きんせん,n3
金属,きんぞく,n3
近代,きんだい,n3
緊張,きんちょう,n3
筋肉,きんにく,n3
金融,きんゆう,n3
金曜,きんよう,n3
九,く,n3
句,く,n3
食う,くう,n3
偶然,ぐうぜん,n3
臭い,くさい,n3
鎖,くさり,n3
腐る,くさる,n3
癖,くせ,n3
管,くだ,n3
具体,ぐたい,n3
下さる,くださる,n3
下り,くだり,n3
苦痛,くつう,n3
ぐっすり,ぐっすり,n3
区別,くべつ,n3
組,くみ,n3
組合,くみあい,n3
組む,くむ,n3
曇,くもり,n3
位,くらい,n3
暮らし,くらし,n3
クラシック,クラシック,n3
暮らす,くらす,n3
グラス,グラス,n3
グランド,グランド,n3
クリーム,クリーム,n3
繰り返す,くりかえす,n3
クリスマス,クリスマス,n3
狂う,くるう,n3
グループ,グループ,n3
苦しい,くるしい,n3
苦しむ,くるしむ,n3
暮れ,くれ,n3
苦労,くろう,n3
加える,くわえる,n3
詳しい,くわしい,n3
加わる,くわわる,n3
訓,くん,n3
軍,ぐん,n3
軍隊,ぐんたい,n3
訓練,くんれん,n3
下,げ,n3
計,けい,n3
敬意,けいい,n3
経営,けいえい,n3
計画,けいかく,n3
景気,けいき,n3
経験,けいけん,n3
傾向,けいこう,n3
警告,けいこく,n3
計算,けいさん,n3
掲示,けいじ,n3
刑事,けいじ,n3
芸術,げいじゅつ,n3
契約,けいやく,n3
経由,けいゆ,n3
ケース,ケース,n3
ゲーム,ゲーム,n3
怪我,けが,n3
劇,げき,n3
劇場,げきじょう,n3
化粧,けしょう,n3
けち,けち,n3
結果,けっか,n3
欠陥,けっかん,n3
結局,けっきょく,n3
決心,けっしん,n3
欠席,けっせき,n3
決定,けってい,n3
欠点,けってん,n3
月曜,げつよう,n3
結論,けつろん,n3
煙,けむり,n3
券,けん,n3
県,けん,n3
軒,けん,n3
喧嘩,けんか,n3
見解,けんかい,n3
限界,げんかい,n3
現金,げんきん,n3
言語,げんご,n3
健康,けんこう,n3
検査,けんさ,n3
現在,げんざい,n3
現実,げんじつ,n3
現象,げんしょう,n3
現状,げんじょう,n3
建設,けんせつ,n3
現代,げんだい,n3
建築,けんちく,n3
見当,けんとう,n3
検討,けんとう,n3
現場,げんば,n3
憲法,けんぽう,n3
権利,けんり,n3
後,ご,n3
語,ご,n3
恋,こい,n3
濃い,こい,n3
恋人,こいびと,n3
幸運,こううん,n3
講演,こうえん,n3
